text_akhir,polarity_score,polarity
size game fullnya gban yak cg siapin aja penyimpanan kurleb gban kalo nggak sizenya bengkak download cgnya instal update sizenya standby gban aja kalo blum reinstal game version update sizenya bengkak teman teman gban saranin reinstal sebulan biar sizenya standby gb ohya player lamav,-5,negative
anjay dev keren akun gua ketiban akun makasih suka bat ama nih game bagus gameplay badas mekanik pas akun ketiban sedih udah sedih pokoknya bintang,-10,negative
game bagus pas update tgl mei playstore diakses gk login nunggu update udah masuk web trus masuk playstore tolong developer,-1,negative
ok gamenyagedenya game nggak update patch aduh bug gimana gatchaku ampas nggak dapet knight moonbeamvalkyrie class lainnyanyesel topup,-1,negative
gameenya baguss hp kuu yg kentang mihoyo kalo update kira² yahh soalnyaa boros bangett kuotanyaa dipake belajar dll kalo pingin update aja langsung mahal jngan satu² kek gini iyaa perhari hbis mb lebihh update ni game ituu aja sukses truss mihoyo sekian terima kasihh,11,positive
bagus banget event hadiahnya ok grafik mantap butuh device saran pertahanin reward event pelit berharap outfit summer adain gapapa terbuka nafsu gambar banget cosu summer enak aja liatnya waiting next update,3,positive
cerita kapten mangalantas tu kapten kapten genderless butuh cerita khusus kapten astrologos arc,-9,negative
pengen nanya mihoyo device redmi note cutscene skip mohon mihoyo hape cutscene terskip settingannya kiri,-3,negative
tolong diperbaiki coba berulangkali masuk tulisankoneksi jaringan terputus buka game lainya lancar aja tuh kalo fix sya kasih bintang terima kasih,7,positive
gamenya anehh bgttaku pas br main loadingnya bgt jam br loadingnyaabuat mihoyo tlng perbaiki lgsy rela hps apk berharga yg sy download gamenya pas selesai loadingnya lamaa bgt kecewa bgt sumpahh lg tolong dibnrn bbrp sistem pas loadingnya sekian ulasan sy trmksh,12,positive
kaga kesempatan yg telat mengisi marchendise kalo naikin hype player main yah semoga aja bertahan game rontok gk laku,-2,negative
balikin akun gw udh lvl nih gw pke akun mihoyo udh dicoba linked hoyoverese gk tolong permudah pemindahan akun ulang udh heronya gw,3,positive
karakter laki lakinyadari segi grafik bagus pas kucari karkater laki lakinya nggk sia sia pas download gb pas cek nggk karakter laki lakinyamau genshin impact nggk play storepas download sampe nunggu jam menit hasil tt tolong tambahin karakter laki laki biar seru,-10,negative
malas banget main ni game update event palagi lodingnya banget wifinya stabil banget gue rugi download game,1,positive
gamenya stuck menghubungkan jaringan tolong perbaiki udah nunggu update game sambut kek gituan sinyal setting lte,3,positive
udah lbih main game tp gk bosen jadikan game dihpku yg gk skalipun copot pensi tibatiba hp udh gk kuat upgrade hp x blum x,-3,negative
yo honkai thanks dev tim oh tau gua kalo honkai dah tamat yah gua kalo masukan nih gua endingnya kiana masuk segel honkainya kalo salah masuk dunia yah cuman masukan gua selebihnya tentukan gimana kalo bikin story gitu pas kiana disana liat langit pas disana gamenya bilang honkai impact yakk kalo byee makasih,-21,negative
developer tolong update kirain doang eh game gb segitu download udah gede ukurannya tambahin tolong kalo update sampe gb males download,-3,negative
emm download data ngestuck tunggu menit jalan persen tolong perbaiki kak itung itung pesen setara mb gmna kalo download persen file,3,positive
gamenya bagus gamenya memorinya tolong ringankan memori apknya kak kuliah terganggu penyimpanan memori terimakasih,3,positive
hai aichan ni minggu ngak main trus loading gamenya kali sampe ketiduran gw nunggunya trus pas udah masuk gamenya ngefreez wkowkwo payah loading capek tau harap memperbaiki gadibalas minggu gw hapus nih game gaje,-8,negative
bermain game kesini konten game berubah open world menyenangkan open world merepotkan lagipula open world adik game aja udah open world,-4,negative
overall honkai impact game anime yg bagusbagus banget animationnya jarang game² anime berbasis action semi openworld saran klo main game hp spek klo gw mainnya pc jdi enak² aja tahun² kedepan game gb keatas karna saking bagusnyapokoknya developer hoyoverse semangat,10,positive
game bagus rekomendasiin wajib coba bermain terkadang suka mohon diperbaiki bugnya,4,positive
game bagus banget tolong dikit update update mulu sampe mb perhari tolong diperbaiki udh updatenya banget,1,positive
rita roseweisse waifu waifuable character gameplay bikin bosen eventevent menarik kali mudah xd note kalo hp underrated dipaksakan nge lag fc apalah protes game dah tau game ginian emang berat cuyy,-9,negative
please perbaiki cuman mengalami hp realme spesifikasi mencukupi bermain game kendala mendownload file animasi muncul error download file persentase beruba sabar menunggu jam hasil kecepatan download mb memakai wifiid tolong direspawn,2,positive
maksudnya jga download tpi gk masuk update lgi play store gk tulisan update tolong buang kuota mohon dibalas secepatnya,-3,negative
bagus game grafik story cuman dikit hp yg ram gb gpp main,-4,negative
gamenya bagus bangam event pelit disayangkan sistem staminanya cepet habis ngisinya semoga staminanya dipermudah,-5,negative
tolong update akun dipakai tertera id nickname level ketikan login bukanya ulang,1,positive
gw bawaannya ketawa baca bacain komen bintang satunya v hp jaringan situ protes devnya overall bagus gamenya bilang gabisa main downloadnya coba cek hp deh semangat developer,0,neutral
game bagus cuman gk lo gin hp hp iphone gk main tetep pokoknya diperbaiki developer benerin tolong terima developer lgi ngiler youtuber pokoknya perbaiki sekian,-6,negative
ampun update game beratudah dmainin ram gb mending mundur ajamaaf ai chan terpaksa uninstall gamesemoga harapan kedepan defeloper memperbaiki sistem handphone ram gb memainkan game terimakasih kesempatan memainkan game mentok dilevel,-5,negative
knp pas loading pembaharuan pengaturan selesai lgi jaringan g stabil kapasitas tolong,7,positive
aplikasinya force close login facebook spekifikasi bermain hi terpenuhi bug sebelumya peranah diperbaiki,-1,negative
game bagus pecinta anime wibu rekomended dehgak nyesel siapin hp minimal ram intern gb gamenya beratitu aja saran instal game,-6,negative
mohon maaf usulan honkai impact versi ringan download data mb tiada menyisakan download data mb penyimpanan mb mohon pertimbangannya mihoyo,-10,negative
gamenya bagus bro berat hp gw sikit frame drop kurangin sikit bro beratannya biar kaum hp kentang main tenang oke mantap gamenya,-2,negative
gua uda excited abis gamenya pecah seru banget update sehari updatenya gb tolong update gada bedanya,-3,negative
updating even data sejaman jaringan stabil tolong dibenerin,0,neutral
assalamualaikumgame puas kolaborasi genshin impact artian karakter genshin impact adain karakter bergender wanitaitu amanat meningkatkan game keren,8,positive
bgt gw pake wifi pas masuk tulisan tersambung jaringan wifi gw buka aplikasi pake mobile data aja gk aneh gw ama nih game,-5,negative
good game upgrade hp nikmatin gameplay asyik cerita menarik kadang hadiah event butuh usaha dapetinnya,1,positive
maaf loadingnya pas download langsung hapus dibetulkan download maksudnya gamenya mb gb pas main loadingnya sampe mb tolong dikurangkan dikurangkan download,5,positive
maaf player pas loading battle stuck bsa masuk battlenya tlong banget fix bug kecewa berharap memperbaikinya,1,positive
pas didownload udah selesai ngak masuk gamenya game udah didownload gb ni total game gb doang mohon bantuan arahannya ngestuk ndak login nih,-1,negative
udah coba gm seru karakter cewe semuadan gk boros kuotatapi naikin level susahkadang²bug lumayan jarang bug nyasegera install aplikasi yg coba grapik memanjakan mata,-10,negative
cok cok gw maen game gw bingung server asia pas gw liat teliti akun playstore gw amerika gw mw ganti server asia download ulang dri akun gw server eropa mw pindah server asia ulang akunnya cokkk nyesek dah,0,neutral
tolong mode pvp sesuai level player mode pvp adil matikan fitur time frukture stamina ultimate bersifat untouchable rubahlah ultimate bersifat untouchable pvp game berwarna terimakasih,12,positive
suka game sayangnya jarang orang memainkan harap honkai impact nggak kalah saing coba honkai impact fitur overword bebas aja sekian terimakasih,-1,negative
latihan min gamenya terbatas stamina kapasitas digunakannya ruang latihan bermanfaat mengasah kemampuan,11,positive
bagus grafik gameplaynya tolong senjatanya mudah proses ngedapetinnya terima kasih,6,positive
game bagus banget ni game event membekas hati story menarik honkai impact event membekas hati plot twist waw best,-3,negative
knp rata² game rpg download mb gb buka suruh download data data game ntah langsung download biar player menunggu karna orang jaringan wifi data cepat kekecewaan game rpg genshin impact dragon raja game,-9,negative
gw rela pensi main free fire ml karna hp kentang penyimpanan main nih game gamenya bagus ngebosenin pas update penyimpanannya bertambah perkecil penyimpanannya gbgb gbgb dah gbgb gede,0,neutral
nice update halo mihoyo knp update memakan memori memohon mihoyo hadiah yg crystal update crystal pemain ramai memainkan game sekian wibu,-1,negative
game error pas ngedownload wifi disininya bagus banget pencobaan aplikasi tolong diperbaiki yah main bagus lancar,-4,negative
tolong percepat kecepatan download data game misalkam download user ulang lagitolong betulkan,4,positive
mohon optimalkan permainan bug dimana musuh jalur pertempuran menyebabkan diserang,-12,negative
hai bro yg bener mihoyo bangsat kasihanilah user hp kentang bener² lag tolong banget diperbaiki ngomong maaf aja langsung jalanin yg ramnya gb snapnya nm tolong turunin lagnya penyimpanan gamenya dikurangin gb aja kalo jan gede gede kasihanilah player yg rom gb bangsat²,9,positive
stelah update masi laggingnya kirain udah difix lagbug ny masi aja kek varsi sblmnya mlh parah klo disuruh pilih mnding versi sblmnya masi smooth lag g parah²,-8,negative
game anjing bangsad udah gabisin data gb unduhnya gulang ngulang dasar bangsad sorry gua menghina bener gua udah ngabisin gb belom masuk loding unduh data ngulang game kepuasan player unduh datanya aja persulit bilang ngepuasin player mengambil keuntungan player player dipersulit unduh datanya kayak memanipulasi udah turun makan tu kuota bangsad,-16,negative
kemarin masuk lancar aja skrng update versi terbaru updatean playstore gk masuk game tolong perbaiki btw pake hp realme xt gb,4,positive
game bagus segi fitur grafik gameplay voice actors cuman bikin membosankan fitur always online,-7,negative
segi grafik udah bagus bangetbattle gamenya mngecewakan kostumnya udah mantap banget,0,neutral
game berat hp lowmid range menyita kapasitas penyimpanan ringan developer hp lowmid range,1,positive
download data mb sukses tambahan download data gb aja bohong langsung auto uninstal,1,positive
dowloadnunggu eh dowload udh persen untung hpku ramnya gb rela reset hp cuman dowload game brengsek ginitrus karaternya jng sexy donkkasian bego yg main bocah,3,positive
game bagus pas main game dapet internet error aplikasi penuh dah tau pakai smartphone gk pakai smartphone dowlaud main dah gk,-10,negative
game bagus storynya keren kaga bikin bosen ringan grafik animasi pertarungan bagus,-5,negative
tolong diperbaikisering mengupgrade character battlesaya harap diperbaiki,1,positive
stuck download karna koneksinya pakai wifi buka aplikasi online download file honkai impact,-4,negative
mihoyo tambahin bbrp mode kaya battle player yg setara level tambahin map yg openworld yg quest terbatas map,5,positive
yg suka game lagaanimewajib unduh nih gamebeneranmulai grafikalur cerita karaktersemua baguussskalau beru bintang deh,2,positive
kecewa update login lancar login dibuka connection error sinyal lancar g main game lancar tolong solusinya bug tolong gimana satunya uninstall tolong makan data kalo install,6,positive
haii develop main game membosan update pengaturan update ulangulang selesaiselesai unistal game akibat mohon pertimbangkan update pengaturan,2,positive
memiliki bug black screen update wifi jalan tau ngapain tolong cepat perbaiki terima kasih,0,neutral
